Algorithm,Time Ran,Profit,Optional Profit,Tasks Scheduled,Required Tasks Scheduled,Optional Tasks Scheduled,Waiting Time,Working Time,Distance Traveled,Test Name,Available Tasks,Days,Average Duration of Tasks,Average Time Windows Per Task,Average Length of Time Windows,Available Release Tasks,VNS Incumbent Profit,intProg Optimal
GBOPOA,0.006845951,4623,66,16,7,9,154,859,333,test_oneDay_2.csv,64,1,54.875,1.390625,196,0,,
GBOOBP,0.007135153,4620,63,15,7,8,153,833,392,test_oneDay_2.csv,64,1,54.875,1.390625,196,0,,
GPC,0.066931009,98,98,18,0,18,102,848,414,test_oneDay_2.csv,64,1,54.875,1.390625,196,0,,
VNS,303.65151,4629,72,17,7,10,109,912,339,test_oneDay_2.csv,64,1,54.875,1.390625,196,0,4623,
TRI,300.006362,3967,61,16,6,10,90,839,430,test_oneDay_2.csv,64,1,54.875,1.390625,196,0,,
IP,301.8990359,2702,98,18,4,14,72,907,399,test_oneDay_2.csv,64,1,54.875,1.390625,196,0,,FALSE
GBOOBD,0.052042007,53892,1884,42,8,34,249,2476,1147,test_oneHundredPriority_2.csv,64,3,63.046875,2.8125,208,0,,
GBOFRT,0.008602142,54245,2237,42,8,34,354,2492,1106,test_oneHundredPriority_2.csv,64,3,63.046875,2.8125,208,0,,
GBOPOA,0.008914948,54141,2133,40,8,32,441,2326,1111,test_oneHundredPriority_2.csv,64,3,63.046875,2.8125,208,0,,
GBOOBP,0.008654118,54245,2237,42,8,34,354,2492,1106,test_oneHundredPriority_2.csv,64,3,63.046875,2.8125,208,0,,
GPC,0.123846054,40967,1961,42,6,36,357,2449,1236,test_oneHundredPriority_2.csv,64,3,63.046875,2.8125,208,0,,
VNS,303.99424,54391,2383,45,8,37,57,2655,1187,test_oneHundredPriority_2.csv,64,3,63.046875,2.8125,208,0,54245,
TRI,300.00367,54116,2108,41,8,33,511,2494,992,test_oneHundredPriority_2.csv,64,3,63.046875,2.8125,208,0,,
IP,305.4136488,53927,1919,37,8,29,492,2399,1000,test_oneHundredPriority_2.csv,64,3,63.046875,2.8125,208,0,,FALSE
GBOOBD,0.06596303,5339,131,35,8,27,375,1900,1717,test_oneHundredTwentyLocation_2.csv,64,3,65.546875,3.09375,213,0,,
GBOFRT,0.008252859,5392,184,34,8,26,417,2077,1341,test_oneHundredTwentyLocation_2.csv,64,3,65.546875,3.09375,213,0,,
GBOPOA,0.00835681,5392,184,36,8,28,249,2134,1468,test_oneHundredTwentyLocation_2.csv,64,3,65.546875,3.09375,213,0,,
GBOOBP,0.008249998,5392,184,34,8,26,417,2077,1341,test_oneHundredTwentyLocation_2.csv,64,3,65.546875,3.09375,213,0,,
GPC,0.102756977,2763,159,34,4,30,557,1795,1548,test_oneHundredTwentyLocation_2.csv,64,3,65.546875,3.09375,213,0,,
VNS,303.87305,5402,194,36,8,28,73,2276,1391,test_oneHundredTwentyLocation_2.csv,64,3,65.546875,3.09375,213,0,5392,
TRI,300.0072229,5352,144,34,8,26,428,2082,1319,test_oneHundredTwentyLocation_2.csv,64,3,65.546875,3.09375,213,0,,
IP,305.4269021,5403,195,39,8,31,248,2300,1546,test_oneHundredTwentyLocation_2.csv,64,3,65.546875,3.09375,213,0,,FALSE
GBOOBD,0.047987938,565,37,45,8,37,496,2230,1158,test_onePriority_2.csv,64,3,59.65625,2.765625,212,0,,
GBOFRT,0.008361101,565,37,45,8,37,496,2230,1158,test_onePriority_2.csv,64,3,59.65625,2.765625,212,0,,
GBOPOA,0.008186102,562,34,42,8,34,718,2173,1125,test_onePriority_2.csv,64,3,59.65625,2.765625,212,0,,
GBOOBP,0.008243084,565,37,45,8,37,496,2230,1158,test_onePriority_2.csv,64,3,59.65625,2.765625,212,0,,
GPC,0.12054491,496,34,41,7,34,716,2304,1054,test_onePriority_2.csv,64,3,59.65625,2.765625,212,0,,
VNS,303.80057,566,38,46,8,38,245,2284,1201,test_onePriority_2.csv,64,3,59.65625,2.765625,212,0,565,
TRI,300.002614,568,40,48,8,40,447,2501,1120,test_onePriority_2.csv,64,3,59.65625,2.765625,212,0,,
IP,305.345011,569,41,49,8,41,348,2477,1255,test_onePriority_2.csv,64,3,59.65625,2.765625,212,0,,FALSE
GBOOBD,0.059942961,19568,203,53,15,38,388,2386,1269,test_oneTwentyEightTask_2.csv,128,3,58.5078125,2.796875,207,0,,
GBOFRT,0.023352146,19630,265,52,15,37,405,2511,1148,test_oneTwentyEightTask_2.csv,128,3,58.5078125,2.796875,207,0,,
GBOPOA,0.023699999,18351,277,56,14,42,299,2534,1322,test_oneTwentyEightTask_2.csv,128,3,58.5078125,2.796875,207,0,,
GBOOBP,0.023771048,19630,265,52,15,37,405,2511,1148,test_oneTwentyEightTask_2.csv,128,3,58.5078125,2.796875,207,0,,
GPC,0.437471867,6724,269,48,5,43,376,2364,1325,test_oneTwentyEightTask_2.csv,128,3,58.5078125,2.796875,207,0,,
VNS,307.3358891,19643,278,55,15,40,78,2661,1202,test_oneTwentyEightTask_2.csv,128,3,58.5078125,2.796875,207,0,19630,
TRI,300.0223291,14419,218,53,11,42,554,2501,1096,test_oneTwentyEightTask_2.csv,128,3,58.5078125,2.796875,207,0,,
IP,328.0351801,14458,257,52,11,41,376,2458,1308,test_oneTwentyEightTask_2.csv,128,3,58.5078125,2.796875,207,0,,FALSE
GBOOBD,0.016721964,5398,190,42,8,34,467,2128,1080,test_oneWindow_2.csv,64,3,57.578125,2.015625,204,0,,
GBOFRT,0.007811069,5405,197,37,8,29,683,1842,1013,test_oneWindow_2.csv,64,3,57.578125,2.015625,204,0,,
GBOPOA,0.007638931,5409,201,38,8,30,429,2017,1014,test_oneWindow_2.csv,64,3,57.578125,2.015625,204,0,,
GBOOBP,0.007920027,5405,197,37,8,29,683,1842,1013,test_oneWindow_2.csv,64,3,57.578125,2.015625,204,0,,
GPC,0.111083984,4079,173,41,6,35,837,1904,1193,test_oneWindow_2.csv,64,3,57.578125,2.015625,204,0,,
VNS,303.775774,5438,230,45,8,37,16,2298,1226,test_oneWindow_2.csv,64,3,57.578125,2.015625,204,0,5409,
TRI,300.005131,5428,220,44,8,36,475,2218,1180,test_oneWindow_2.csv,64,3,57.578125,2.015625,204,0,,
IP,305.3290401,5477,269,51,8,43,68,2651,1245,test_oneWindow_2.csv,64,3,57.578125,2.015625,204,0,,FALSE
GBOOBD,0.065336943,5532,324,64,8,56,2210,4024,1618,test_sevenDay_2.csv,64,7,62.875,6.109375,214,0,,
GBOFRT,0.01008606,5523,315,62,8,54,2048,3851,1601,test_sevenDay_2.csv,64,7,62.875,6.109375,214,0,,
GBOPOA,0.009185076,5525,317,63,8,55,2820,3943,1434,test_sevenDay_2.csv,64,7,62.875,6.109375,214,0,,
GBOOBP,0.010038137,5523,315,62,8,54,2048,3851,1601,test_sevenDay_2.csv,64,7,62.875,6.109375,214,0,,
GPC,0.161864042,4879,322,62,7,55,2086,3887,1653,test_sevenDay_2.csv,64,7,62.875,6.109375,214,0,,
VNS,304.148104,5532,324,64,8,56,1532,4024,1618,test_sevenDay_2.csv,64,7,62.875,6.109375,214,0,5532,
TRI,300.0059459,5532,324,64,8,56,2755,4024,1625,test_sevenDay_2.csv,64,7,62.875,6.109375,214,0,,
IP,123.6246791,5532,324,64,8,56,2127,4024,1788,test_sevenDay_2.csv,64,7,62.875,6.109375,214,0,,TRUE
GBOOBD,0.026086807,5395,187,46,8,38,462,2259,1175,test_sixteenDependencies_2.csv,64,3,55.3125,2.828125,204,16,,
GBOFRT,0.007825136,5414,206,41,8,33,537,2188,1140,test_sixteenDependencies_2.csv,64,3,55.3125,2.828125,204,16,,
GBOPOA,0.006901026,5398,190,42,8,34,463,2213,1121,test_sixteenDependencies_2.csv,64,3,55.3125,2.828125,204,16,,
GBOOBP,0.007169008,5400,192,40,8,32,496,2285,1065,test_sixteenDependencies_2.csv,64,3,55.3125,2.828125,204,16,,
GPC,0.105066061,3455,200,42,5,37,678,2162,987,test_sixteenDependencies_2.csv,64,3,55.3125,2.828125,204,16,,
VNS,303.8576741,5425,217,46,8,38,148,2457,1241,test_sixteenDependencies_2.csv,64,3,55.3125,2.828125,204,16,5400,
TRI,300.006171,5423,215,46,8,38,456,2419,1136,test_sixteenDependencies_2.csv,64,3,55.3125,2.828125,204,16,,
IP,305.394484,5443,235,50,8,42,239,2586,1197,test_sixteenDependencies_2.csv,64,3,55.3125,2.828125,204,16,,FALSE
GBOOBD,0.022810936,10567,151,48,16,32,403,2424,1292,test_sixteenRequired_2.csv,64,3,57.890625,3.015625,206,0,,
GBOFRT,0.008496046,10580,164,46,16,30,502,2391,1130,test_sixteenRequired_2.csv,64,3,57.890625,3.015625,206,0,,
GBOPOA,0.00839901,10584,168,45,16,29,496,2542,1002,test_sixteenRequired_2.csv,64,3,57.890625,3.015625,206,0,,
GBOOBP,0.008391857,10580,164,46,16,30,502,2391,1130,test_sixteenRequired_2.csv,64,3,57.890625,3.015625,206,0,,
GPC,0.126246929,7327,166,44,11,33,403,2482,1122,test_sixteenRequired_2.csv,64,3,57.890625,3.015625,206,0,,
VNS,304.0022941,10596,180,48,16,32,176,2645,1089,test_sixteenRequired_2.csv,64,3,57.890625,3.015625,206,0,10584,
TRI,300.0051138,10577,161,49,16,33,373,2460,1086,test_sixteenRequired_2.csv,64,3,57.890625,3.015625,206,0,,
IP,305.3509779,10618,202,52,16,36,135,2806,1295,test_sixteenRequired_2.csv,64,3,57.890625,3.015625,206,0,,FALSE
GBOOBD,0.052248001,423,81,16,2,14,880,813,362,test_sixteenTask_2.csv,16,3,50.8125,2.9375,195,0,,
GBOFRT,0.001102924,423,81,16,2,14,847,813,361,test_sixteenTask_2.csv,16,3,50.8125,2.9375,195,0,,
GBOPOA,0.001099825,423,81,16,2,14,982,813,362,test_sixteenTask_2.csv,16,3,50.8125,2.9375,195,0,,
GBOOBP,0.00109005,423,81,16,2,14,847,813,361,test_sixteenTask_2.csv,16,3,50.8125,2.9375,195,0,,
GPC,0.004714966,423,81,16,2,14,791,813,451,test_sixteenTask_2.csv,16,3,50.8125,2.9375,195,0,,
VNS,303.3302279,423,81,16,2,14,710,813,361,test_sixteenTask_2.csv,16,3,50.8125,2.9375,195,0,423,
TRI,300.0007489,423,81,16,2,14,985,813,359,test_sixteenTask_2.csv,16,3,50.8125,2.9375,195,0,,
IP,0.325263023,423,81,16,2,14,1304,813,379,test_sixteenTask_2.csv,16,3,50.8125,2.9375,195,0,,TRUE
GBOOBD,0.058058023,5500,292,58,8,50,709,1779,1609,test_sixtyDuration_2.csv,64,3,30.1875,3.15625,186,0,,
GBOFRT,0.008821011,5498,290,55,8,47,573,1683,1431,test_sixtyDuration_2.csv,64,3,30.1875,3.15625,186,0,,
GBOPOA,0.00861001,5500,292,56,8,48,485,1694,1445,test_sixtyDuration_2.csv,64,3,30.1875,3.15625,186,0,,
GBOOBP,0.00880909,5498,290,55,8,47,573,1683,1431,test_sixtyDuration_2.csv,64,3,30.1875,3.15625,186,0,,
GPC,0.145838022,4815,258,53,7,46,751,1587,1208,test_sixtyDuration_2.csv,64,3,30.1875,3.15625,186,0,,
VNS,304.220798,5512,304,60,8,52,183,1801,1552,test_sixtyDuration_2.csv,64,3,30.1875,3.15625,186,0,5500,
TRI,300.003844,5502,294,59,8,51,559,1821,1545,test_sixtyDuration_2.csv,64,3,30.1875,3.15625,186,0,,
IP,305.359735,5516,308,61,8,53,356,1823,1638,test_sixtyDuration_2.csv,64,3,30.1875,3.15625,186,0,,FALSE
GBOOBD,0.070454121,5451,243,50,8,42,173,2620,1255,test_sixtyFourConsistent_2.csv,64,3,61.9375,4.125,219,0,,
GBOFRT,0.009799004,5466,258,44,8,36,420,2605,1070,test_sixtyFourConsistent_2.csv,64,3,61.9375,4.125,219,0,,
GBOPOA,0.009575129,5439,231,42,8,34,471,2409,1000,test_sixtyFourConsistent_2.csv,64,3,61.9375,4.125,219,0,,
GBOOBP,0.009740829,5466,258,44,8,36,420,2605,1070,test_sixtyFourConsistent_2.csv,64,3,61.9375,4.125,219,0,,
GPC,0.136199951,2823,219,44,4,40,409,2399,1154,test_sixtyFourConsistent_2.csv,64,3,61.9375,4.125,219,0,,
VNS,303.5398319,5470,262,45,8,37,208,2655,1117,test_sixtyFourConsistent_2.csv,64,3,61.9375,4.125,219,0,5466,
TRI,300.0086281,5440,232,43,8,35,255,2600,1179,test_sixtyFourConsistent_2.csv,64,3,61.9375,4.125,219,0,,
IP,305.3225331,5459,251,43,8,35,199,2556,1154,test_sixtyFourConsistent_2.csv,64,3,61.9375,4.125,219,0,,FALSE
GBOOBD,0.052082062,5427,219,52,8,44,374,2928,690,test_thirtyLocation_2.csv,64,3,60.625,3.078125,211,0,,
GBOFRT,0.008912802,5451,243,51,8,43,534,2852,647,test_thirtyLocation_2.csv,64,3,60.625,3.078125,211,0,,
GBOPOA,0.008852005,5442,234,48,8,40,584,2744,695,test_thirtyLocation_2.csv,64,3,60.625,3.078125,211,0,,
GBOOBP,0.008749008,5451,243,51,8,43,534,2852,647,test_thirtyLocation_2.csv,64,3,60.625,3.078125,211,0,,
GPC,0.148557901,4767,210,50,7,43,528,2807,663,test_thirtyLocation_2.csv,64,3,60.625,3.078125,211,0,,
VNS,303.4858921,5456,248,53,8,45,308,2965,680,test_thirtyLocation_2.csv,64,3,60.625,3.078125,211,0,5451,
TRI,300.0065019,5447,239,53,8,45,515,2850,703,test_thirtyLocation_2.csv,64,3,60.625,3.078125,211,0,,
IP,305.396055,5458,250,53,8,45,464,2883,754,test_thirtyLocation_2.csv,64,3,60.625,3.078125,211,0,,FALSE
GBOOBD,0.062235832,5382,174,47,8,39,386,2508,1209,test_thirtyTwoConsistent_2.csv,64,3,64.4375,3.875,235,0,,
GBOFRT,0.009540081,5424,216,42,8,34,410,2561,1136,test_thirtyTwoConsistent_2.csv,64,3,64.4375,3.875,235,0,,
GBOPOA,0.009537935,5420,212,41,8,33,363,2431,1217,test_thirtyTwoConsistent_2.csv,64,3,64.4375,3.875,235,0,,
GBOOBP,0.009785175,5424,216,42,8,34,410,2561,1136,test_thirtyTwoConsistent_2.csv,64,3,64.4375,3.875,235,0,,
GPC,0.126357079,4113,207,42,6,36,285,2587,1156,test_thirtyTwoConsistent_2.csv,64,3,64.4375,3.875,235,0,,
VNS,303.582453,5429,221,44,8,36,220,2672,1173,test_thirtyTwoConsistent_2.csv,64,3,64.4375,3.875,235,0,5424,
TRI,300.004148,5412,204,45,8,37,296,2503,1122,test_thirtyTwoConsistent_2.csv,64,3,64.4375,3.875,235,0,,
IP,305.366394,5427,219,43,8,35,162,2599,1289,test_thirtyTwoConsistent_2.csv,64,3,64.4375,3.875,235,0,,FALSE
GBOOBD,0.013041019,2159,206,39,3,36,849,1982,972,test_thirtyTwoDependencies_2.csv,64,3,51.828125,3.078125,198,32,,
GBOFRT,0.00656414,4116,210,41,6,35,764,2039,1082,test_thirtyTwoDependencies_2.csv,64,3,51.828125,3.078125,198,32,,
GBOPOA,0.005691051,2156,203,36,3,33,985,1848,1087,test_thirtyTwoDependencies_2.csv,64,3,51.828125,3.078125,198,32,,
GBOOBP,0.005468845,2161,208,39,3,36,906,2021,1077,test_thirtyTwoDependencies_2.csv,64,3,51.828125,3.078125,198,32,,
GPC,0.088918924,4128,222,44,6,38,580,2133,1155,test_thirtyTwoDependencies_2.csv,64,3,51.828125,3.078125,198,32,,
VNS,303.416055,4133,227,46,6,40,205,2230,1251,test_thirtyTwoDependencies_2.csv,64,3,51.828125,3.078125,198,32,4128,
TRI,300.0048678,4779,222,44,7,37,497,2340,1076,test_thirtyTwoDependencies_2.csv,64,3,51.828125,3.078125,198,32,,
IP,305.456573,4163,257,49,6,43,527,2355,1188,test_thirtyTwoDependencies_2.csv,64,3,51.828125,3.078125,198,32,,FALSE
GBOOBD,0.066365957,19615,85,43,30,13,522,2463,994,test_thirtyTwoRequired_2.csv,64,3,65.765625,3.25,219,0,,
GBOFRT,0.009322166,19623,93,42,30,12,519,2460,1033,test_thirtyTwoRequired_2.csv,64,3,65.765625,3.25,219,0,,
GBOPOA,0.00912714,18316,88,40,28,12,686,2171,1034,test_thirtyTwoRequired_2.csv,64,3,65.765625,3.25,219,0,,
GBOOBP,0.009232998,19623,93,42,30,12,519,2460,1033,test_thirtyTwoRequired_2.csv,64,3,65.765625,3.25,219,0,,
GPC,0.128181934,14436,114,41,22,19,554,2202,1131,test_thirtyTwoRequired_2.csv,64,3,65.765625,3.25,219,0,,
VNS,303.625807,19638,108,45,30,15,131,2653,1064,test_thirtyTwoRequired_2.csv,64,3,65.765625,3.25,219,0,19623,
TRI,300.005409,17699,122,46,27,19,308,2717,1128,test_thirtyTwoRequired_2.csv,64,3,65.765625,3.25,219,0,,
IP,305.368597,20293,112,48,31,17,165,2820,1075,test_thirtyTwoRequired_2.csv,64,3,65.765625,3.25,219,0,,FALSE
GBOOBD,0.019676924,1454,130,31,4,27,1234,1595,959,test_thirtyTwoTask_2.csv,32,3,53.5625,2.65625,215,0,,
GBOFRT,0.002672911,1443,119,29,4,25,1108,1563,900,test_thirtyTwoTask_2.csv,32,3,53.5625,2.65625,215,0,,
GBOPOA,0.002619982,1454,130,31,4,27,752,1660,1109,test_thirtyTwoTask_2.csv,32,3,53.5625,2.65625,215,0,,
GBOOBP,0.002660036,1443,119,29,4,25,1108,1563,900,test_thirtyTwoTask_2.csv,32,3,53.5625,2.65625,215,0,,
GPC,0.021610022,1445,121,30,4,26,1022,1540,902,test_thirtyTwoTask_2.csv,32,3,53.5625,2.65625,215,0,,
VNS,303.5342011,1454,130,31,4,27,596,1660,1109,test_thirtyTwoTask_2.csv,32,3,53.5625,2.65625,215,0,1454,
TRI,300.001574,1457,133,32,4,28,916,1714,938,test_thirtyTwoTask_2.csv,32,3,53.5625,2.65625,215,0,,
IP,4.842484951,1457,133,32,4,28,800,1714,1052,test_thirtyTwoTask_2.csv,32,3,53.5625,2.65625,215,0,,TRUE
GBOOBD,0.041379929,5293,85,25,8,17,465,2542,823,test_threeHundredSixtyDuration_2.csv,64,3,164.140625,2.875,260,0,,
GBOFRT,0.007045031,5303,95,23,8,15,465,2860,560,test_threeHundredSixtyDuration_2.csv,64,3,164.140625,2.875,260,0,,
GBOPOA,0.006788015,5298,90,24,8,16,505,2758,670,test_threeHundredSixtyDuration_2.csv,64,3,164.140625,2.875,260,0,,
GBOOBP,0.00709796,5303,95,23,8,15,465,2860,560,test_threeHundredSixtyDuration_2.csv,64,3,164.140625,2.875,260,0,,
GPC,0.070372105,1425,123,26,2,24,767,2603,640,test_threeHundredSixtyDuration_2.csv,64,3,164.140625,2.875,260,0,,
VNS,303.863508,5317,109,26,8,18,96,3153,641,test_threeHundredSixtyDuration_2.csv,64,3,164.140625,2.875,260,0,5303,
TRI,300.003963,4667,110,27,7,20,380,2797,730,test_threeHundredSixtyDuration_2.csv,64,3,164.140625,2.875,260,0,,
IP,305.327318,4682,125,29,7,22,208,3212,677,test_threeHundredSixtyDuration_2.csv,64,3,164.140625,2.875,260,0,,FALSE
GBOOBD,0.022325039,5425,217,47,8,39,353,2663,1059,test_threeWindow_2.csv,64,3,60.609375,4.015625,152,0,,
GBOFRT,0.009150028,5435,227,42,8,34,809,2334,1016,test_threeWindow_2.csv,64,3,60.609375,4.015625,152,0,,
GBOPOA,0.008918047,5446,238,45,8,37,619,2371,1077,test_threeWindow_2.csv,64,3,60.609375,4.015625,152,0,,
GBOOBP,0.009088993,5435,227,42,8,34,809,2334,1016,test_threeWindow_2.csv,64,3,60.609375,4.015625,152,0,,
GPC,0.135469913,2817,213,43,4,39,569,2251,1212,test_threeWindow_2.csv,64,3,60.609375,4.015625,152,0,,
VNS,304.1988499,5452,244,47,8,39,400,2441,1092,test_threeWindow_2.csv,64,3,60.609375,4.015625,152,0,5446,
TRI,300.0034881,5430,222,44,8,36,617,2371,1025,test_threeWindow_2.csv,64,3,60.609375,4.015625,152,0,,
IP,305.3338552,5462,254,48,8,40,213,2553,1232,test_threeWindow_2.csv,64,3,60.609375,4.015625,152,0,,FALSE
GBOOBD,0.122523069,82423,151,62,32,30,229,2382,1511,test_twoFiftySixTask_2.csv,256,3,59.7734375,3.05859375,212,0,,
GBOFRT,0.064975023,82498,226,61,32,29,162,2541,1453,test_twoFiftySixTask_2.csv,256,3,59.7734375,3.05859375,212,0,,
GBOPOA,0.062274933,82463,191,62,32,30,150,2465,1487,test_twoFiftySixTask_2.csv,256,3,59.7734375,3.05859375,212,0,,
GBOOBP,0.068955183,82498,226,61,32,29,162,2541,1453,test_twoFiftySixTask_2.csv,256,3,59.7734375,3.05859375,212,0,,
GPC,1.603945971,18285,288,62,7,55,226,2474,1438,test_twoFiftySixTask_2.csv,256,3,59.7734375,3.05859375,212,0,,
VNS,305.3001611,82508,236,64,32,32,55,2596,1454,test_twoFiftySixTask_2.csv,256,3,59.7734375,3.05859375,212,0,82498,
TRI,300.0206959,41410,274,66,16,50,211,2591,1297,test_twoFiftySixTask_2.csv,256,3,59.7734375,3.05859375,212,0,,
IP,479.7392499,2687,116,23,1,22,1708,1193,629,test_twoFiftySixTask_2.csv,256,3,59.7734375,3.05859375,212,0,,FALSE
GBOOBD,0.025319099,5323,115,32,8,24,465,2507,851,test_twoHundredFortyDuration_2.csv,64,3,123.0625,2.859375,244,0,,
GBOFRT,0.007364988,5337,129,27,8,19,431,2724,758,test_twoHundredFortyDuration_2.csv,64,3,123.0625,2.859375,244,0,,
GBOPOA,0.007726908,5352,144,30,8,22,326,3072,641,test_twoHundredFortyDuration_2.csv,64,3,123.0625,2.859375,244,0,,
GBOOBP,0.007421017,5337,129,27,8,19,431,2724,758,test_twoHundredFortyDuration_2.csv,64,3,123.0625,2.859375,244,0,,
GPC,0.067507029,1421,119,25,2,23,441,2793,751,test_twoHundredFortyDuration_2.csv,64,3,123.0625,2.859375,244,0,,
VNS,303.6814032,5354,146,32,8,24,50,3122,705,test_twoHundredFortyDuration_2.csv,64,3,123.0625,2.859375,244,0,5352,
TRI,300.00577,5320,112,27,8,19,382,2677,811,test_twoHundredFortyDuration_2.csv,64,3,123.0625,2.859375,244,0,,
IP,305.3301921,4719,162,35,7,28,277,2852,972,test_twoHundredFortyDuration_2.csv,64,3,123.0625,2.859375,244,0,,FALSE
GBOOBD,0.06398201,5314,106,26,8,18,436,1209,2111,test_twoHundredFortyLocation_2.csv,64,3,61.5,2.859375,218,0,,
GBOFRT,0.00763011,5336,128,26,8,18,269,1285,2395,test_twoHundredFortyLocation_2.csv,64,3,61.5,2.859375,218,0,,
GBOPOA,0.00752902,5323,115,24,8,16,530,1192,1905,test_twoHundredFortyLocation_2.csv,64,3,61.5,2.859375,218,0,,
GBOOBP,0.007722855,5336,128,26,8,18,269,1285,2395,test_twoHundredFortyLocation_2.csv,64,3,61.5,2.859375,218,0,,
GPC,0.064140081,2712,108,24,4,20,698,1167,1960,test_twoHundredFortyLocation_2.csv,64,3,61.5,2.859375,218,0,,
VNS,303.7461319,5336,128,26,8,18,106,1285,2395,test_twoHundredFortyLocation_2.csv,64,3,61.5,2.859375,218,0,5336,
TRI,300.0034492,5322,114,27,8,19,389,1302,2026,test_twoHundredFortyLocation_2.csv,64,3,61.5,2.859375,218,0,,
IP,305.319165,5378,170,34,8,26,111,1685,2385,test_twoHundredFortyLocation_2.csv,64,3,61.5,2.859375,218,0,,FALSE
GBOOBD,0.019483089,254,254,44,0,44,210,2543,1258,test_zeroRequired_2.csv,64,3,64.78125,2.921875,219,0,,
GBOFRT,0.008697987,275,275,40,0,40,488,2422,986,test_zeroRequired_2.csv,64,3,64.78125,2.921875,219,0,,
GBOPOA,0.008615971,278,278,41,0,41,297,2277,1249,test_zeroRequired_2.csv,64,3,64.78125,2.921875,219,0,,
GBOOBP,0.0083251,275,275,40,0,40,488,2422,986,test_zeroRequired_2.csv,64,3,64.78125,2.921875,219,0,,
GPC,0.118633032,212,212,40,0,40,585,2297,1051,test_zeroRequired_2.csv,64,3,64.78125,2.921875,219,0,,
VNS,304.0689509,284,284,44,0,44,68,2402,1268,test_zeroRequired_2.csv,64,3,64.78125,2.921875,219,0,278,
TRI,300.004786,274,274,44,0,44,385,2520,1110,test_zeroRequired_2.csv,64,3,64.78125,2.921875,219,0,,
IP,305.384244,297,297,47,0,47,35,2678,1256,test_zeroRequired_2.csv,64,3,64.78125,2.921875,219,0,,FALSE
GBOOBD,0.0573771,5364,156,37,8,29,520,2280,1141,test_baseline_3.csv,64,3,68.15625,3.4375,210,0,,
GBOFRT,0.008620024,5414,206,38,8,30,338,2489,1136,test_baseline_3.csv,64,3,68.15625,3.4375,210,0,,
GBOPOA,0.008621931,5394,186,35,8,27,783,2144,1060,test_baseline_3.csv,64,3,68.15625,3.4375,210,0,,
GBOOBP,0.008620024,5414,206,38,8,30,338,2489,1136,test_baseline_3.csv,64,3,68.15625,3.4375,210,0,,
GPC,0.119285822,2795,191,39,4,35,398,2424,1126,test_baseline_3.csv,64,3,68.15625,3.4375,210,0,,
VNS,303.8000879,5434,226,41,8,33,155,2658,1152,test_baseline_3.csv,64,3,68.15625,3.4375,210,0,5414,
TRI,300.0048339,5411,203,40,8,32,304,2613,1102,test_baseline_3.csv,64,3,68.15625,3.4375,210,0,,
IP,305.375777,5423,215,40,8,32,207,2732,1096,test_baseline_3.csv,64,3,68.15625,3.4375,210,0,,FALSE
GBOOBD,0.053695917,5507,299,58,8,50,952,3500,1698,test_fiveDay_3.csv,64,5,61.4375,4.328125,206,0,,
GBOFRT,0.008942842,5520,312,57,8,49,800,3412,1561,test_fiveDay_3.csv,64,5,61.4375,4.328125,206,0,,
GBOPOA,0.00928092,5526,318,58,8,50,932,3392,1602,test_fiveDay_3.csv,64,5,61.4375,4.328125,206,0,,
GBOOBP,0.009669065,5520,312,57,8,49,800,3412,1561,test_fiveDay_3.csv,64,5,61.4375,4.328125,206,0,,
GPC,0.154318094,5505,297,57,8,49,879,3351,1562,test_fiveDay_3.csv,64,5,61.4375,4.328125,206,0,,
VNS,303.716151,5543,335,61,8,53,361,3617,1684,test_fiveDay_3.csv,64,5,61.4375,4.328125,206,0,5526,
TRI,300.0065222,5535,327,60,8,52,835,3578,1779,test_fiveDay_3.csv,64,5,61.4375,4.328125,206,0,,
IP,308.836427,5537,329,62,8,54,1037,3738,1720,test_fiveDay_3.csv,64,5,61.4375,4.328125,206,0,,FALSE
GBOOBD,0.042001009,5279,71,20,8,12,131,735,470,test_oneDay_3.csv,64,1,58.75,1.515625,224,0,,
GBOFRT,0.00803709,5289,81,18,8,10,192,766,402,test_oneDay_3.csv,64,1,58.75,1.515625,224,0,,
GBOPOA,0.008219957,5296,88,19,8,11,132,803,465,test_oneDay_3.csv,64,1,58.75,1.515625,224,0,,
GBOOBP,0.007978916,5289,81,18,8,10,192,766,402,test_oneDay_3.csv,64,1,58.75,1.515625,224,0,,
GPC,0.082599163,3345,90,21,5,16,198,641,549,test_oneDay_3.csv,64,1,58.75,1.515625,224,0,,
VNS,303.9128668,5305,97,21,8,13,28,832,492,test_oneDay_3.csv,64,1,58.75,1.515625,224,0,5296,
TRI,300.0062311,5283,75,19,8,11,96,823,472,test_oneDay_3.csv,64,1,58.75,1.515625,224,0,,
IP,301.968353,4020,114,23,6,17,30,714,544,test_oneDay_3.csv,64,1,58.75,1.515625,224,0,,FALSE
GBOOBD,0.020707846,53770,1762,48,8,40,417,2320,1263,test_oneHundredPriority_3.csv,64,3,57.296875,3.046875,204,0,,
GBOFRT,0.008963108,53889,1881,46,8,38,615,2314,1148,test_oneHundredPriority_3.csv,64,3,57.296875,3.046875,204,0,,
GBOPOA,0.00898695,53813,1805,42,8,34,791,2137,1082,test_oneHundredPriority_3.csv,64,3,57.296875,3.046875,204,0,,
